experiment_id,problem_type,timestamp,seed,n_cities,num_vehicles,p_layers,max_iter,momentum_mass,lmbda,exact_cost,exact_route,exact_time_sec,ground_state_energy,solver_name,quantum_cost,quantum_route,quantum_time_sec,approx_ratio,success_probability,evaluations_count
TSP_N5_Layers2_MaxIter=200_20260724_234318,TSP,20260724_234318,42,5,1,2,200,1.0,50.0,21.919999999999998,"[0, 2, 4, 1, 3, 0]",7.605552673339844e-05,21.919999999999998,CV-VQE,5.291022016626445e-124,"[0, 2, 5, 2, 5]",11.47795581817627,4.1428669038077805e+124,1.8658393252708317e-128,200
TSP_N5_Layers3_MaxIter=200_20260725_000807,TSP,20260725_000807,42,5,1,3,200,1.0,50.0,21.919999999999998,"[0, 2, 4, 1, 3, 0]",8.368492126464844e-05,21.919999999999998,CV-VQE,0.0012921963578120732,"[0, 1, 4, 0, 2]",17.1949143409729,16963.366184621198,8.351352022319639e-08,200
TSP_N5_Layers4_MaxIter=200_20260725_003324,TSP,20260725_003324,42,5,1,4,200,1.0,50.0,21.919999999999998,"[0, 2, 4, 1, 3, 0]",8.344650268554688e-05,21.919999999999998,CV-VQE,1.8889250457416194e-07,"[5, 1, 2, 4, 1]",22.554243803024292,116044837.50912355,5.701226888360077e-12,200
TSP_N5_Layers5_MaxIter=200_20260725_005844,TSP,20260725_005844,42,5,1,5,200,1.0,50.0,21.919999999999998,"[0, 2, 4, 1, 3, 0]",0.00010013580322265625,21.919999999999998,CV-VQE,1.794367746052076e-08,"[0, 1, 3, 0, 0]",29.491841793060303,1221600201.4206867,5.540074172889773e-13,200
TSP_N6_Layers1_MaxIter=25_20260725_013010,TSP,20260725_013010,42,6,1,1,25,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.0003457069396972656,26.549999999999997,CV-VQE,205.16039688724683,"[3, 2, 0, 0, 0, 0]",31.162687301635742,0.1294109409165917,0.040444850146156903,25
TSP_N6_Layers2_MaxIter=25_20260725_030727,TSP,20260725_030727,42,6,1,2,25,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.0003609657287597656,26.549999999999997,CV-VQE,253.2200340563374,"[1, 0, 0, 0, 0, 0]",33.00266885757446,0.10484952384965343,0.19558808105715675,25
TSP_N6_Layers3_MaxIter=25_20260725_044410,TSP,20260725_044410,42,6,1,3,25,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.0003325939178466797,26.549999999999997,CV-VQE,252.08546790084807,"[1, 0, 0, 0, 0, 0]",42.94732999801636,0.10532142221876441,0.18737972540608927,25
TSP_N6_Layers4_MaxIter=25_20260725_062112,TSP,20260725_062112,42,6,1,4,25,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.0003287792205810547,26.549999999999997,CV-VQE,252.72635762376635,"[0, 0, 1, 0, 0, 0]",52.90637826919556,0.10505433722716401,0.13822966659249292,25
TSP_N6_Layers5_MaxIter=25_20260725_075810,TSP,20260725_075810,42,6,1,5,25,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.00030422210693359375,26.549999999999997,CV-VQE,202.60347671855982,"[6, 1, 0, 0, 0, 0]",65.27146887779236,0.13104414805714854,0.07012708563981492,25
TSP_N6_Layers1_MaxIter=50_20260725_093515,TSP,20260725_093515,42,6,1,1,50,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.00036334991455078125,26.549999999999997,CV-VQE,1.745603560515146e-06,"[6, 6, 0, 0, 0, 0]",37.604477643966675,15209639.00426785,3.0370825125306607e-10,50
TSP_N6_Layers2_MaxIter=50_20260725_123928,TSP,20260725_123928,42,6,1,2,50,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.0003371238708496094,26.549999999999997,CV-VQE,1.1721662143610525,"[4, 2, 1, 0, 0, 0]",57.16093039512634,22.650371316556328,1.910831337378067e-05,50
TSP_N6_Layers3_MaxIter=50_20260725_154345,TSP,20260725_154345,42,6,1,3,50,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.0003330707550048828,26.549999999999997,CV-VQE,191.88435632776728,"[4, 0, 1, 0, 0, 0]",76.76459980010986,0.13836458848499675,0.05904985026589901,50
TSP_N6_Layers4_MaxIter=50_20260725_184910,TSP,20260725_184910,42,6,1,4,50,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.00033354759216308594,26.549999999999997,CV-VQE,102.19727951700594,"[0, 2, 0, 6, 0, 0]",96.7013030052185,0.2597916512599731,0.02500825853276241,50
TSP_N6_Layers5_MaxIter=50_20260725_215403,TSP,20260725_215403,42,6,1,5,50,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.0003390312194824219,26.549999999999997,CV-VQE,53.31849754733239,"[0, 2, 6, 0, 0, 0]",116.44324707984924,0.49795101552572424,0.006428387209581543,50
TSP_N6_Layers1_MaxIter=75_20260726_005633,TSP,20260726_005633,42,6,1,1,75,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.00033402442932128906,26.549999999999997,CV-VQE,1.7945522506458897e-19,"[6, 6, 0, 0, 0, 0]",51.87949204444885,1.479477679763529e+20,4.227987277334417e-23,75
TSP_N6_Layers2_MaxIter=75_20260726_052553,TSP,20260726_052553,42,6,1,2,75,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.0003268718719482422,26.549999999999997,CV-VQE,0.08249137058537788,"[1, 3, 5, 0, 0, 0]",80.47423720359802,321.8518471883186,2.201085832753764e-06,75
TSP_N6_Layers3_MaxIter=75_20260726_095431,TSP,20260726_095431,42,6,1,3,75,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.00031375885009765625,26.549999999999997,CV-VQE,0.6786787500162553,"[5, 3, 3, 1, 0, 4]",112.89488410949707,39.12012863135038,6.131132879639431e-06,75
TSP_N6_Layers4_MaxIter=75_20260726_142409,TSP,20260726_142409,42,6,1,4,75,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.00032067298889160156,26.549999999999997,CV-VQE,8.680271884736822,"[0, 2, 1, 4, 0, 0]",140.06213903427124,3.0586599535764396,0.0006657118996412888,75
TSP_N6_Layers5_MaxIter=75_20260726_185519,TSP,20260726_185519,42,6,1,5,75,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.00031304359436035156,26.549999999999997,CV-VQE,1.7954279140061544,"[6, 1, 0, 0, 3, 0]",170.14667201042175,14.787561111689941,4.5515218131705536e-05,75
TSP_N6_Layers1_MaxIter=100_20260726_232504,TSP,20260726_232504,42,6,1,1,100,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.0003361701965332031,26.549999999999997,CV-VQE,5.429960328852533e-44,"[6, 6, 0, 4, 1, 1]",68.23134803771973,4.889538485009628e+44,4.911666102219595e-48,100
TSP_N6_Layers2_MaxIter=100_20260727_052229,TSP,20260727_052229,42,6,1,2,100,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.0003159046173095703,26.549999999999997,CV-VQE,6.99099096359508e-05,"[6, 0, 5, 1, 0, 1]",106.44205379486084,379774.4860243218,4.5929208598637204e-10,100
TSP_N6_Layers3_MaxIter=100_20260727_112133,TSP,20260727_112133,42,6,1,3,100,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.0003437995910644531,26.549999999999997,CV-VQE,0.18286586097650312,"[1, 3, 2, 1, 0, 1]",143.37237858772278,145.1883903218626,6.13066829275082e-07,100
TSP_N6_Layers4_MaxIter=100_20260727_171853,TSP,20260727_171853,42,6,1,4,100,1.0,50.0,26.55,"[0, 4, 1, 3, 2, 5, 0]",0.0003368854522705078,26.549999999999997,CV-VQE,0.544164374043604,"[0, 0, 0, 6, 0, 0]",182.05075931549072,48.79040463952266,0.00010722158141899247,100
