experiment_id,problem_type,timestamp,seed,n_cities,num_vehicles,p_layers,max_iter,momentum_mass,lmbda,exact_cost,exact_route,exact_time_sec,ground_state_energy,solver_name,quantum_cost,quantum_route,quantum_time_sec,approx_ratio,success_probability,evaluations_count
VRP_N6_Vehicles3_Layers=3_MaxIter=25_20260725_052011,VRP,20260725_052011,42,6,3,3,25,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.02823019027709961,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",1075.8702185153961,0.02041280528224391,1.0,26
VRP_N6_Vehicles4_Layers=3_MaxIter=25_20260725_053810,VRP,20260725_053810,42,6,4,3,25,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.033345937728881836,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",1078.3234922885895,0.025416899541183046,1.0,26
VRP_N6_Vehicles5_Layers=3_MaxIter=25_20260725_055620,VRP,20260725_055620,42,6,5,3,25,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.0194854736328125,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",1088.7077462673187,0.03144780794676163,1.0,26
VRP_N6_Vehicles6_Layers=3_MaxIter=25_20260725_061424,VRP,20260725_061424,42,6,6,3,25,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.004781961441040039,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",1082.7052080631256,0.038655003444376564,1.0,26
VRP_N6_Vehicles2_Layers=4_MaxIter=25_20260725_063919,VRP,20260725_063919,42,6,2,4,25,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.01171255111694336,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",1083.007355928421,0.018209704043568115,1.0,26
VRP_N6_Vehicles3_Layers=4_MaxIter=25_20260725_065723,VRP,20260725_065723,42,6,3,4,25,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.028233051300048828,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",1083.3469367027283,0.02041280528224391,1.0,26
VRP_N6_Vehicles4_Layers=4_MaxIter=25_20260725_071519,VRP,20260725_071519,42,6,4,4,25,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.03280377388000488,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",1074.942982673645,0.025416899541183046,1.0,26
VRP_N6_Vehicles5_Layers=4_MaxIter=25_20260725_073315,VRP,20260725_073315,42,6,5,4,25,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.019127607345581055,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",1074.4729940891266,0.03144780794676163,1.0,26
VRP_N6_Vehicles6_Layers=4_MaxIter=25_20260725_075111,VRP,20260725_075111,42,6,6,4,25,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.005056619644165039,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",1075.1321823596954,0.038655003444376564,1.0,26
VRP_N6_Vehicles2_Layers=5_MaxIter=25_20260725_081615,VRP,20260725_081615,42,6,2,5,25,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.011475801467895508,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",1081.5800943374634,0.018209704043568115,1.0,26
VRP_N6_Vehicles3_Layers=5_MaxIter=25_20260725_083423,VRP,20260725_083423,42,6,3,5,25,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.0280914306640625,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",1086.280758857727,0.02041280528224391,1.0,26
VRP_N6_Vehicles4_Layers=5_MaxIter=25_20260725_085223,VRP,20260725_085223,42,6,4,5,25,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.03306937217712402,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",1079.2413504123688,0.025416899541183046,1.0,26
VRP_N6_Vehicles5_Layers=5_MaxIter=25_20260725_091029,VRP,20260725_091029,42,6,5,5,25,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.019173383712768555,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",1084.9590270519257,0.03144780794676163,1.0,26
VRP_N6_Vehicles6_Layers=5_MaxIter=25_20260725_092845,VRP,20260725_092845,42,6,6,5,25,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.0050623416900634766,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",1095.1257598400116,0.038655003444376564,1.0,26
VRP_N6_Vehicles2_Layers=1_MaxIter=50_20260725_101044,VRP,20260725_101044,42,6,2,1,50,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.011602640151977539,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",2125.8982100486755,0.018209704043568115,1.0,51
VRP_N6_Vehicles3_Layers=1_MaxIter=50_20260725_104631,VRP,20260725_104631,42,6,3,1,50,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.028344154357910156,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",2145.414811372757,0.02041280528224391,1.0,51
VRP_N6_Vehicles4_Layers=1_MaxIter=50_20260725_112209,VRP,20260725_112209,42,6,4,1,50,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.03469967842102051,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",2137.239182949066,0.025416899541183046,1.0,51
VRP_N6_Vehicles5_Layers=1_MaxIter=50_20260725_115733,VRP,20260725_115733,42,6,5,1,50,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.019155502319335938,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",2122.1891345977783,0.03144780794676163,1.0,51
VRP_N6_Vehicles6_Layers=1_MaxIter=50_20260725_123259,VRP,20260725_123259,42,6,6,1,50,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.004923343658447266,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",2125.5236251354218,0.038655003444376564,1.0,51
VRP_N6_Vehicles2_Layers=2_MaxIter=50_20260725_131504,VRP,20260725_131504,42,6,2,2,50,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.01197052001953125,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",2131.6791672706604,0.018209704043568115,1.0,51
VRP_N6_Vehicles3_Layers=2_MaxIter=50_20260725_135028,VRP,20260725_135028,42,6,3,2,50,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.02796030044555664,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",2123.1904442310333,0.02041280528224391,1.0,51
VRP_N6_Vehicles4_Layers=2_MaxIter=50_20260725_142551,VRP,20260725_142551,42,6,4,2,50,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.03329634666442871,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",2122.4726951122284,0.025416899541183046,1.0,51
VRP_N6_Vehicles5_Layers=2_MaxIter=50_20260725_150116,VRP,20260725_150116,42,6,5,2,50,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.019880056381225586,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",2123.809590101242,0.03144780794676163,1.0,51
VRP_N6_Vehicles6_Layers=2_MaxIter=50_20260725_153640,VRP,20260725_153640,42,6,6,2,50,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.004884958267211914,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",2123.101708650589,0.038655003444376564,1.0,51
VRP_N6_Vehicles2_Layers=3_MaxIter=50_20260725_161913,VRP,20260725_161913,42,6,2,3,50,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.011633157730102539,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",2123.2283415794373,0.018209704043568115,1.0,51
VRP_N6_Vehicles3_Layers=3_MaxIter=50_20260725_165525,VRP,20260725_165525,42,6,3,3,50,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.02741527557373047,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",2171.6787037849426,0.02041280528224391,1.0,51
VRP_N6_Vehicles4_Layers=3_MaxIter=50_20260725_173056,VRP,20260725_173056,42,6,4,3,50,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.03354620933532715,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",2130.0604491233826,0.025416899541183046,1.0,51
VRP_N6_Vehicles5_Layers=3_MaxIter=50_20260725_180626,VRP,20260725_180626,42,6,5,3,50,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.019177913665771484,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",2128.787301301956,0.03144780794676163,1.0,51
VRP_N6_Vehicles6_Layers=3_MaxIter=50_20260725_184200,VRP,20260725_184200,42,6,6,3,50,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.004950284957885742,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",2132.382230758667,0.038655003444376564,1.0,51
VRP_N6_Vehicles2_Layers=4_MaxIter=50_20260725_192437,VRP,20260725_192437,42,6,2,4,50,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.011548995971679688,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",2123.4842207431793,0.018209704043568115,1.0,51
VRP_N6_Vehicles3_Layers=4_MaxIter=50_20260725_200003,VRP,20260725_200003,42,6,3,4,50,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.028701066970825195,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",2124.926636695862,0.02041280528224391,1.0,51
VRP_N6_Vehicles4_Layers=4_MaxIter=50_20260725_203528,VRP,20260725_203528,42,6,4,4,50,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.033034563064575195,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",2124.0658342838287,0.025416899541183046,1.0,51
VRP_N6_Vehicles5_Layers=4_MaxIter=50_20260725_211054,VRP,20260725_211054,42,6,5,4,50,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.01986861228942871,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",2124.8596029281616,0.03144780794676163,1.0,51
VRP_N6_Vehicles6_Layers=4_MaxIter=50_20260725_214616,VRP,20260725_214616,42,6,6,4,50,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.004960298538208008,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",2121.32107257843,0.038655003444376564,1.0,51
VRP_N6_Vehicles2_Layers=5_MaxIter=50_20260725_222918,VRP,20260725_222918,42,6,2,5,50,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.01157379150390625,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",2111.798859357834,0.018209704043568115,1.0,51
VRP_N6_Vehicles3_Layers=5_MaxIter=50_20260725_230430,VRP,20260725_230430,42,6,3,5,50,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.028211116790771484,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",2110.44172167778,0.02041280528224391,1.0,51
VRP_N6_Vehicles4_Layers=5_MaxIter=50_20260725_233944,VRP,20260725_233944,42,6,4,5,50,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.033737897872924805,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",2112.6645650863647,0.025416899541183046,1.0,51
VRP_N6_Vehicles5_Layers=5_MaxIter=50_20260726_001458,VRP,20260726_001458,42,6,5,5,50,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.019985675811767578,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",2113.4987857341766,0.03144780794676163,1.0,51
VRP_N6_Vehicles6_Layers=5_MaxIter=50_20260726_005010,VRP,20260726_005010,42,6,6,5,50,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.004870891571044922,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",2110.5018813610077,0.038655003444376564,1.0,51
VRP_N6_Vehicles2_Layers=1_MaxIter=75_20260726_014913,VRP,20260726_014913,42,6,2,1,75,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.01145625114440918,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",3155.8567130565643,0.018209704043568115,1.0,76
VRP_N6_Vehicles3_Layers=1_MaxIter=75_20260726_024135,VRP,20260726_024135,42,6,3,1,75,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.02763962745666504,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",3140.765378713608,0.02041280528224391,1.0,76
VRP_N6_Vehicles4_Layers=1_MaxIter=75_20260726_033355,VRP,20260726_033355,42,6,4,1,75,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.03293657302856445,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",3139.1675910949707,0.025416899541183046,1.0,76
VRP_N6_Vehicles5_Layers=1_MaxIter=75_20260726_042628,VRP,20260726_042628,42,6,5,1,75,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.019261598587036133,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",3151.442310810089,0.03144780794676163,1.0,76
VRP_N6_Vehicles6_Layers=1_MaxIter=75_20260726_051859,VRP,20260726_051859,42,6,6,1,75,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.004889011383056641,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",3150.5727350711823,0.038655003444376564,1.0,76
VRP_N6_Vehicles2_Layers=2_MaxIter=75_20260726_061751,VRP,20260726_061751,42,6,2,2,75,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.011623382568359375,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",3114.366141319275,0.018209704043568115,1.0,76
VRP_N6_Vehicles3_Layers=2_MaxIter=75_20260726_071007,VRP,20260726_071007,42,6,3,2,75,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.02802753448486328,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",3134.625202178955,0.02041280528224391,1.0,76
VRP_N6_Vehicles4_Layers=2_MaxIter=75_20260726_080222,VRP,20260726_080222,42,6,4,2,75,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.033220529556274414,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",3134.1170041561127,0.025416899541183046,1.0,76
VRP_N6_Vehicles5_Layers=2_MaxIter=75_20260726_085436,VRP,20260726_085436,42,6,5,2,75,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.019689321517944336,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",3133.5196344852448,0.03144780794676163,1.0,76
VRP_N6_Vehicles6_Layers=2_MaxIter=75_20260726_094649,VRP,20260726_094649,42,6,6,2,75,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.004976511001586914,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",3131.951525449753,0.038655003444376564,1.0,76
VRP_N6_Vehicles2_Layers=3_MaxIter=75_20260726_104649,VRP,20260726_104649,42,6,2,3,75,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.011610746383666992,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",3133.1406013965607,0.018209704043568115,1.0,76
VRP_N6_Vehicles3_Layers=3_MaxIter=75_20260726_113920,VRP,20260726_113920,42,6,3,3,75,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.02811145782470703,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",3150.528479576111,0.02041280528224391,1.0,76
VRP_N6_Vehicles4_Layers=3_MaxIter=75_20260726_123136,VRP,20260726_123136,42,6,4,3,75,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.03341245651245117,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",3134.8763716220856,0.025416899541183046,1.0,76
VRP_N6_Vehicles5_Layers=3_MaxIter=75_20260726_132357,VRP,20260726_132357,42,6,5,3,75,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.019698381423950195,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",3140.036835670471,0.03144780794676163,1.0,76
VRP_N6_Vehicles6_Layers=3_MaxIter=75_20260726_141614,VRP,20260726_141614,42,6,6,3,75,1.0,100.0,59.48,"{'1': [0, 1, 0], '2': [0, 2, 0], '3': [0, 3, 0], '4': [0, 4, 0], '5': [0, 6, 0], '6': [0, 5, 0]}",0.004912853240966797,59.48,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0], '6': [0, 0]}",3135.8551573753357,0.038655003444376564,1.0,76
VRP_N6_Vehicles2_Layers=4_MaxIter=75_20260726_151622,VRP,20260726_151622,42,6,2,4,75,1.0,100.0,28.02,"{'1': [0, 4, 3, 1, 2, 5, 0], '2': [0, 6, 0]}",0.011618614196777344,28.02,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0]}",3129.0454790592194,0.018209704043568115,1.0,76
VRP_N6_Vehicles3_Layers=4_MaxIter=75_20260726_160858,VRP,20260726_160858,42,6,3,4,75,1.0,100.0,31.409999999999997,"{'1': [0, 3, 1, 2, 5, 0], '2': [0, 6, 0], '3': [0, 4, 0]}",0.028333187103271484,31.409999999999997,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0]}",3155.852257490158,0.02041280528224391,1.0,76
VRP_N6_Vehicles4_Layers=4_MaxIter=75_20260726_170137,VRP,20260726_170137,42,6,4,4,75,1.0,100.0,39.11,"{'1': [0, 2, 1, 3, 0], '2': [0, 4, 0], '3': [0, 5, 0], '4': [0, 6, 0]}",0.033293962478637695,39.11,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0]}",3157.6322185993195,0.025416899541183046,1.0,76
VRP_N6_Vehicles5_Layers=4_MaxIter=75_20260726_175422,VRP,20260726_175422,42,6,5,4,75,1.0,100.0,48.38999999999999,"{'1': [0, 1, 3, 0], '2': [0, 4, 0], '3': [0, 2, 0], '4': [0, 6, 0], '5': [0, 5, 0]}",0.019304275512695312,48.38999999999999,CV-VQE,1538.74,"{'1': [0, 1, 2, 3, 4, 5, 6, 0], '2': [0, 0], '3': [0, 0], '4': [0, 0], '5': [0, 0]}",3163.7330691814423,0.03144780794676163,1.0,76
