Numero de cidades & Custo classico & Energia quantica & Caminho quantico & tempo_humanizado \\ \hline
3 & 19 & 19.0 & 0 -> 1 -> 2 -> 0 & 6ms \\ \hline
4 & 23 & 23.0 & 0 -> 1 -> 3 -> 2 -> 0 & 16ms \\ \hline
5 & 12 & 12.0 & 0 -> 2 -> 1 -> 3 -> 4 -> 0 & 86ms \\ \hline
6 & 19 & 19.0 & 0 -> 1 -> 3 -> 5 -> 2 -> 4 -> 0 & 1s 229ms \\ \hline
7 & 41 & 41.0 & 0 -> 1 -> 2 -> 6 -> 5 -> 4 -> 3 -> 0 & 1min 7s \\ \hline
8 & 26 & 26.0 & 0 -> 1 -> 6 -> 4 -> 5 -> 3 -> 2 -> 7 -> 0 & 2h 53min 36s \\ \hline
